0,6945,100
0,6242,100
0,7541,100
0,5190,100
0,1240,100
1,1553,100
1,10050,100
1,548,100
1,9494,100
1,9304,100
1,2297,100
1,1183,100
2,7254,100
2,5592,100
2,9962,100
3,1360,100
3,7872,100
3,5538,100
3,7540,100
3,2717,100
4,2498,100
4,2020,100
4,6,100
4,2775,100
4,1560,100
4,8267,100
4,10494,100
4,7359,100
5,9667,100
5,8692,100
5,2330,100
5,2239,100
5,5151,100
6,2710,100
6,5497,100
6,7052,100
6,1948,100
7,7479,100
7,154,100
7,2766,100
8,560,100
8,6051,100
8,500,100
8,4699,100
8,556,100
8,221,100
9,993,100
9,5676,100
9,7231,100
10,866,100
10,3403,100
11,8579,100
11,8883,100
11,1028,100
11,9925,100
11,6440,100
11,7320,100
11,3816,100
11,6905,100
11,939,100
11,2060,100
11,878,100
11,1998,100
12,2985,100
12,4251,100
12,572,100
13,609,100
13,6241,100
13,9507,100
13,9685,100
13,6982,100
13,5755,100
13,1723,100
14,912,100
14,10528,100
14,5378,100
14,1731,100
14,7652,100
14,3547,100
14,9101,100
14,6606,100
14,7870,100
14,5886,100
14,2591,100
15,4042,100
15,1741,100
15,8941,100
15,5390,100
15,2911,100
16,3136,100
16,10387,100
16,5220,100
16,3513,100
16,3531,100
17,5216,100
17,7346,100
17,5444,100
17,4038,100
17,3160,100
17,7577,100
17,9726,100
17,3694,100
18,7776,100
18,9521,100
18,1442,100
18,2299,100
18,7022,100
19,10277,100
19,2470,100
19,10391,100
19,1192,100
19,7147,100
19,5468,100
19,814,100
19,766,100
20,10628,100
20,9109,100
20,4025,100
21,1393,100
21,7752,100
21,3417,100
21,5498,100
21,9658,100
22,6224,100
22,10099,100
22,7828,100
22,10981,100
22,6361,100
22,4044,100
22,8348,100
22,5660,100
22,7070,100
23,3460,100
23,2293,100
23,3061,100
23,6327,100
23,5176,100
23,9401,100
23,939,100
24,10256,100
24,9010,100
24,1461,100
24,10104,100
24,4890,100
24,9708,100
24,2350,100
24,7326,100
25,6789,100
25,1239,100
25,6423,100
25,5081,100
25,3947,100
26,4097,100
26,148,100
26,10648,100
26,9582,100
27,10071,100
27,9207,100
27,9880,100
27,7737,100
27,2410,100
27,5738,100
27,9452,100
27,4159,100
28,10576,100
28,7233,100
28,8659,100
28,9685,100
28,490,100
29,10144,100
29,8130,100
29,6371,100
29,1949,100
29,6334,100
30,5536,100
30,7170,100
30,1268,100
30,4453,100
30,9286,100
30,2534,100
30,584,100
30,3001,100
30,10716,100
30,8623,100
31,8071,100
31,9833,100
31,9342,100
32,9249,100
32,4899,100
32,7127,100
32,4424,100
32,8011,100
32,4716,100
32,285,100
32,4894,100
33,5296,100
33,4242,100
33,9686,100
33,3930,100
33,10971,100
33,6943,100
34,5792,100
34,7266,100
34,10146,100
34,9075,100
34,7247,100
35,8353,100
35,677,100
35,4358,100
35,2056,100
35,4248,100
35,9497,100
35,10410,100
35,9711,100
36,4817,100
36,2817,100
36,1827,100
36,4410,100
36,9067,100
37,592,100
37,7488,100
37,3105,100
37,7361,100
37,6563,100
37,6979,100
37,677,100
37,10440,100
37,10989,100
37,5183,100
38,913,100
38,4221,100
39,6451,100
39,10046,100
39,6751,100
39,9583,100
39,3055,100
40,9840,100
40,6016,100
40,4272,100
40,3634,100
40,7170,100
40,1271,100
40,3207,100
40,4313,100
40,6220,100
40,7836,100
41,7392,100
41,6003,100
41,6340,100
41,10951,100
41,391,100
42,4865,100
42,6020,100
42,6052,100
42,5573,100
42,8629,100
42,1562,100
42,586,100
42,6380,100
42,8732,100
42,4140,100
42,5405,100
43,1458,100
43,86,100
43,1323,100
44,8977,100
44,4177,100
44,1907,100
44,6787,100
44,3812,100
44,3691,100
44,8379,100
44,5515,100
44,6558,100
45,1409,100
45,7713,100
45,1986,100
45,2818,100
45,7011,100
45,5700,100
45,9412,100
45,10663,100
45,7624,100
45,5929,100
45,7988,100
45,2552,100
45,2749,100
45,3902,100
46,4832,100
46,8242,100
46,6610,100
46,3923,100
46,6964,100
46,2390,100
46,3414,100
46,5736,100
46,10202,100
46,7755,100
46,9436,100
47,10995,100
47,8773,100
47,5862,100
47,8840,100
47,9640,100
47,4969,100
47,6747,100
47,5661,100
48,4673,100
48,4610,100
48,4708,100
48,5093,100
48,7751,100
48,10151,100
48,7160,100
48,7019,100
48,5549,100
48,2349,100
48,3999,100
49,6546,100
49,8807,100
49,1528,100
49,25,100
49,3164,100
49,9900,100
50,112,100
50,5667,100
50,9993,100
50,4686,100
50,5310,100
51,8263,100
51,9583,100
51,4831,100
52,9216,100
52,9441,100
52,215,100
52,7964,100
52,5951,100
53,1569,100
53,4210,100
53,3123,100
53,5930,100
53,10443,100
53,6639,100
54,1536,100
54,10098,100
54,10146,100
54,4731,100
54,10267,100
54,9531,100
54,9852,100
54,1406,100
54,686,100
55,8850,100
55,4755,100
55,9158,100
55,10235,100
55,3163,100
55,7628,100
55,6716,100
55,5404,100
55,9599,100
56,211,100
56,708,100
56,8521,100
56,3753,100
56,8668,100
57,1921,100
57,9171,100
57,9988,100
57,10677,100
57,136,100
57,5546,100
57,362,100
57,3790,100
57,9647,100
57,3599,100
58,724,100
58,3079,100
58,7625,100
58,2059,100
58,10013,100
58,5438,100
59,10450,100
59,6019,100
59,7428,100
59,2200,100
59,7978,100
59,2700,100
59,798,100
60,9747,100
60,4116,100
60,7604,100
60,4948,100
60,4326,100
60,8792,100
60,7113,100
60,8681,100
60,6202,100
60,571,100
61,9808,100
61,2689,100
61,151,100
61,10681,100
61,6719,100
62,1361,100
62,7764,100
62,1494,100
62,9446,100
63,2096,100
63,8786,100
63,502,100
63,3177,100
63,2252,100
63,5997,100
63,1709,100
63,1007,100
63,4575,100
64,1840,100
64,1857,100
64,9586,100
64,6596,100
64,6263,100
64,6633,100
64,2204,100
64,7245,100
64,7950,100
64,4718,100
65,8529,100
65,9025,100
65,1027,100
65,2228,100
65,10823,100
65,8799,100
66,1664,100
66,10774,100
66,3624,100
66,7774,100
66,9087,100
67,9824,100
67,9586,100
67,9381,100
67,7497,100
67,8236,100
67,9356,100
68,10838,100
68,9020,100
68,9934,100
69,7377,100
69,4553,100
69,3931,100
69,7675,100
69,6861,100
69,6094,100
69,10111,100
70,10868,100
70,8654,100
71,8546,100
71,227,100
71,6676,100
71,2186,100
71,1214,100
72,10753,100
72,1697,100
72,595,100
72,9494,100
72,9224,100
72,9869,100
72,10365,100
72,3055,100
73,10049,100
73,2225,100
73,6101,100
73,8023,100
73,8587,100
73,6575,100
74,3777,100
74,5651,100
74,5048,100
74,10779,100
74,7197,100
74,7245,100
74,4222,100
75,3873,100
75,7766,100
75,1209,100
75,6028,100
75,1758,100
76,5488,100
76,10131,100
76,963,100
76,8404,100
76,709,100
76,8727,100
76,4407,100
76,1149,100
76,10957,100
76,3567,100
77,1797,100
77,10983,100
77,2600,100
77,120,100
77,10218,100
77,9182,100
77,9807,100
78,6944,100
78,3969,100
78,5075,100
78,6453,100
78,10422,100
78,10779,100
78,6540,100
78,2620,100
78,47,100
79,8304,100
79,10353,100
79,4322,100
79,1686,100
79,5256,100
79,90,100
79,10109,100
79,8173,100
79,10255,100
80,8867,100
80,4771,100
80,883,100
80,5892,100
80,3220,100
80,5039,100
81,7907,100
81,9449,100
81,4842,100
81,8206,100
81,5262,100
81,4559,100
81,5695,100
82,289,100
82,9461,100
82,53,100
83,944,100
83,3318,100
83,3352,100
83,7817,100
83,9338,100
83,9391,100
84,7297,100
84,8673,100
84,2644,100
84,10,100
84,557,100
84,6525,100
84,637,100
85,6177,100
85,4434,100
85,4579,100
85,7780,100
85,260,100
85,7159,100
85,8920,100
85,8170,100
85,9995,100
85,847,100
86,5568,100
86,9953,100
86,3799,100
86,10232,100
86,10890,100
86,4619,100
86,5727,100
87,1458,100
87,5570,100
87,916,100
87,3476,100
87,4645,100
87,1893,100
87,10133,100
87,280,100
87,1336,100
87,2558,100
